FY	SN	MODEL	DEST	CHASSIS	LCD PANEL	LCD_LABEL	LCD_VENDOR	INVERTER/LD	I_LABEL/LD_LABEL	TCON	T_LABEL	MAIN BOARD	M_LABEL	PSU	PSU_LABEL	REMOTE COMMANDER	REMOTE COMMANDER_LABEL
FY18	6000001-6700000	KD-65AF9/AEP	AEP	GN4UR_CS	A2226262A	P-MOD (YD8S009UNG01)(SERVICE)						A2199065A	COMPL SVC BM3_EU	147471811	G813(CH)-STATIC CONVERTER(TV)	149346622	REMOTE COMMANDER (RMF-TX220E)
FY18	6700001-7000000	KD-65AF9/U	UKA	GN4UR_CS	A2226262A	P-MOD (YD8S009UNG01)(SERVICE)						A2199066A	COMPL SVC BM3_UK	147471811	G813(CH)-STATIC CONVERTER(TV)	149346622	REMOTE COMMANDER (RMF-TX220E)
FY18	7000001-7300000	KD-65AF9/R	RU3	GN4UR_CS	A2226262A	P-MOD (YD8S009UNG01)(SERVICE)						A2199065A	COMPL SVC BM3_EU	147471811	G813(CH)-STATIC CONVERTER(TV)	149346622	REMOTE COMMANDER (RMF-TX220E)
FY18	6000001-6700000	KD-65ZF9/AEP	AEP	GN4UR_CX	A2201697A	P-MOD (YD8S009DTU01)(SERVICE)		A2197369A		189725611	55.75T05.C17	A2197339A	COMPL SVC BM3J_EU	147471211	G83B(CH)-STATIC CONVERTER(TV)	149346622	REMOTE COMMANDER (RMF-TX220E)
FY18	6700001-7000000	KD-65ZF9/U	UKA	GN4UR_CX	A2201697A	P-MOD (YD8S009DTU01)(SERVICE)		A2197369A		189725611	55.75T05.C17	A2197340A	COMPL SVC BM3J_UK	147471211	G83B(CH)-STATIC CONVERTER(TV)	149346622	REMOTE COMMANDER (RMF-TX220E)
FY18	7000001-7300000	KD-65ZF9/R	RU3	GN4UR_CX	A2201697A	P-MOD (YD8S009DTU01)(SERVICE)		A2197369A		189725611	55.75T05.C17	A2197339A	COMPL SVC BM3J_EU	147471211	G83B(CH)-STATIC CONVERTER(TV)	149346622	REMOTE COMMANDER (RMF-TX220E)
FY18	6000001-6700000	KD-75ZF9/AEP	AEP	GN4UR_CX	A2201698A	P-MOD (YD8S011DTU01)(SERVICE)		A2197370A		189725511	55.65T55.C02	A2197339A	COMPL SVC BM3J_EU	147471911 & 147471711	G810(CH)- & G811B(CH)-STATIC CONVERTER(TV)	149346412	REMOTE COMMANDER (RMF-TX220U)
FY18	6700001-7000000	KD-75ZF9/U	UKA	GN4UR_CX	A2201698A	P-MOD (YD8S011DTU01)(SERVICE)		A2197370A		189725511	55.65T55.C02	A2197340A	COMPL SVC BM3J_UK	147471911 & 147471711	G810(CH)- & G811B(CH)-STATIC CONVERTER(TV)	149346412	REMOTE COMMANDER (RMF-TX220U)
FY18	7000001-7300000	KD-75ZF9/R	RU3	GN4UR_CX	A2201698A	P-MOD (YD8S011DTU01)(SERVICE)		A2197370A		189725511	55.65T55.C02	A2197339A	COMPL SVC BM3J_EU	147471911 & 147471711	G810(CH)- & G811B(CH)-STATIC CONVERTER(TV)	149346412	REMOTE COMMANDER (RMF-TX220U)
FY19	6000001-6700000	KD-43XG8305	CEI	GN4TR_CHH2	A2198884A	YD8S430HNG0101		A2229282A	LD2_2DRV_43_EUJP_S2 MOUNT	189726411	MOUNTED PWB E-T-CON (43)	A5002728A	COMPL_SVC_BCH_CHH2_EU_W	149329712	AC ADAPTOR (160W)	149345521	RMF-TX310E
FY19	6700001-7000000	KD-43XG8305	UKA	GN4TR_CHH2	A2198884A	YD8S430HNG0101		A2229282A	LD2_2DRV_43_EUJP_S2 MOUNT	189726411	MOUNTED PWB E-T-CON (43)	A5002729A	COMPL_SVC_BCH_CHH2_UK_W	149329712	AC ADAPTOR (160W)	149345521	RMF-TX310E
FY19	6000001-6700000	KD-43XG8388	CEI	GN4TR_CHH2	A2198884A	YD8S430HNG0101		A2229282A	LD2_2DRV_43_EUJP_S2 MOUNT	189726411	MOUNTED PWB E-T-CON (43)	A5002728A	COMPL_SVC_BCH_CHH2_EU_W	149329712	AC ADAPTOR (160W)	149345521	RMF-TX310E
FY19	6000001-6700000	KD-43XG8396	CEI	GN4TR_CHH2	A2198884A	YD8S430HNG0101		A2229282A	LD2_2DRV_43_EUJP_S2 MOUNT	189726411	MOUNTED PWB E-T-CON (43)	A5002728A	COMPL_SVC_BCH_CHH2_EU_W	149329712	AC ADAPTOR (160W)	149345521	RMF-TX310E
FY19	6700001-7000000	KD-43XG8396	UKA	GN4TR_CHH2	A2198884A	YD8S430HNG0101		A2229282A	LD2_2DRV_43_EUJP_S2 MOUNT	189726411	MOUNTED PWB E-T-CON (43)	A5002729A	COMPL_SVC_BCH_CHH2_UK_W	149329712	AC ADAPTOR (160W)	149345521	RMF-TX310E
FY19	6000001-6700000	KD-43XG8399	CEI	GN4TR_CHH2	A2198884A	YD8S430HNG0101		A2229282A	LD2_2DRV_43_EUJP_S2 MOUNT	189726411	MOUNTED PWB E-T-CON (43)	A5002728A	COMPL_SVC_BCH_CHH2_EU_W	149329712	AC ADAPTOR (160W)	149345521	RMF-TX310E
FY19	6000001-6700000	KD-49XG8305	CEI	GN4TR_CHH2	A2198882A	YD8S490HND0101		A2229284B	LD2_2DRV_49L_EU_S2 MOUNT	189727513	MOUNTED PWB E-T-CON (49)	A5002728A	COMPL_SVC_BCH_CHH2_EU_W	149329712	AC ADAPTOR (160W)	149345521	RMF-TX310E
FY19	6700001-7000000	KD-49XG8305	UKA	GN4TR_CHH2	A2198882A	YD8S490HND0101		A2229284B	LD2_2DRV_49L_EU_S2 MOUNT	189727513	MOUNTED PWB E-T-CON (49)	A5002729A	COMPL_SVC_BCH_CHH2_UK_W	149329712	AC ADAPTOR (160W)	149345521	RMF-TX310E
FY19	6000001-6700000	KD-49XG8377	CEI	GN4TR_CHH2	A2198883A	YD8S490HND0101		A2229284B	LD2_2DRV_49L_EU_S2 MOUNT	189727513	MOUNTED PWB E-T-CON (49)	A5002728A	COMPL_SVC_BCH_CHH2_EU_W	149329712	AC ADAPTOR (160W)	149346021	RMF-TX311E
FY19	6000001-6700000	KD-49XG8388	CEI	GN4TR_CHH2	A2198882A	YD8S490HND0101		A2229284B	LD2_2DRV_49L_EU_S2 MOUNT	189727513	MOUNTED PWB E-T-CON (49)	A5002728A	COMPL_SVC_BCH_CHH2_EU_W	149329712	AC ADAPTOR (160W)	149347121	RMF-TX221ES
FY19	6000001-6700000	KD-49XG8396	CEI	GN4TR_CHH2	A2198882A	YD8S490HND0101		A2229284B	LD2_2DRV_49L_EU_S2 MOUNT	189727513	MOUNTED PWB E-T-CON (49)	A5002728A	COMPL_SVC_BCH_CHH2_EU_W	149329712	AC ADAPTOR (160W)	149345521	RMF-TX310E
FY19	6700001-7000000	KD-49XG8396	UKA	GN4TR_CHH2	A2198882A	YD8S490HND0101		A2229284B	LD2_2DRV_49L_EU_S2 MOUNT	189727513	MOUNTED PWB E-T-CON (49)	A5002729A	COMPL_SVC_BCH_CHH2_UK_W	149329712	AC ADAPTOR (160W)	149345521	RMF-TX310E
FY19	6000001-6700000	KD-49XG8399	CEI	GN4TR_CHH2	A2198882A	YD8S490HND0101		A2229284B	LD2_2DRV_49L_EU_S2 MOUNT	189727513	MOUNTED PWB E-T-CON (49)	A5002728A	COMPL_SVC_BCH_CHH2_EU_W	149329712	AC ADAPTOR (160W)	149347121	RMF-TX221ES
FY19	6000001-6600000	KD-43XG8096	CEI	GN5TR_SN	A5000500A	YM9S043HNG01		A2229299B	LDK2_CH_43N MOUNT	100151511	MOUNTED PWB E-T-CON (43)	A5001007A	COMPL_SN_SVC_BCX2_4K_EU	149348812	AC ADAPTOR (120W)	149345521	RMF-TX310E
FY19	6700001-7000000	KD-43XG8096	UKA	GN5TR_SN	A5000500A	YM9S043HNG01		A2229299B	LDK2_CH_43N MOUNT	100151511	MOUNTED PWB E-T-CON (43)	A5000990A	COMPL_SN_SVC_BCX2_4K_UK	149348812	AC ADAPTOR (120W)	149345521	RMF-TX310E
FY19	6600001-6700000	KD-43XG8096	ACEI	GN5TR_SN	A5000500A	YM9S043HNG01		A2229299B	LDK2_CH_43N MOUNT	100151511	MOUNTED PWB E-T-CON (43)	A5001007A	COMPL_SN_SVC_BCX2_4K_EU	149348812	AC ADAPTOR (120W)	149345521	RMF-TX310E
FY19	6000001-6600000	KD-49XG8096	CEI	GN5TR_SN	A5000499A	YM9S049HNG01		A2229301B	LDK2_CH_49N _EUJP MOUNT	100151711	MOUNTED PWB E-T-CON (49)	A5001007A	COMPL_SN_SVC_BCX2_4K_EU	149349012	AC ADAPTOR (120W)	149345521	RMF-TX310E
FY19	6700001-7000000	KD-49XG8096	UKA	GN5TR_SN	A5000499A	YM9S049HNG01		A2229301B	LDK2_CH_49N _EUJP MOUNT	100151711	MOUNTED PWB E-T-CON (49)	A5000990A	COMPL_SN_SVC_BCX2_4K_UK	149349012	AC ADAPTOR (120W)	149345521	RMF-TX310E
FY19	6600001-6700000	KD-49XG8096	ACEI	GN5TR_SN	A5000499A	YM9S049HNG01		A2229301B	LDK2_CH_49N _EUJP MOUNT	100151711	MOUNTED PWB E-T-CON (49)	A5001007A	COMPL_SN_SVC_BCX2_4K_EU	149349012	AC ADAPTOR (120W)	149345521	RMF-TX310E
FY19	6000001-6600000	KD-55XG8096	CEI	GN5TR_SN	A5000498A	YM9S055CNO01				100150511	MOUNTED PWB E-T-CON (55)	A5000993A	COMPL_SN_SVC_BCX_4K_EU	147463323	GL6(CH)-STATIC CONVERTER(TV)	149345521	RMF-TX310E
FY19	6700001-7000000	KD-55XG8096	UKA	GN5TR_SN	A5000498A	YM9S055CNO01				100150511	MOUNTED PWB E-T-CON (55)	A5001004A	COMPL_SN_SVC_BCX_4K_UK	147463323	GL6(CH)-STATIC CONVERTER(TV)	149345521	RMF-TX310E
FY19	6600001-6700000	KD-55XG8096	ACEI	GN5TR_SN	A5000498A	YM9S055CNO01				100150511	MOUNTED PWB E-T-CON (55)	A5000993A	COMPL_SN_SVC_BCX_4K_EU	147463323	GL6(CH)-STATIC CONVERTER(TV)	149345521	RMF-TX310E
FY19	6000001-6600000	KD-65XG8096	CEI	GN5TR_SN	A5000497A	YM9S065CNO01				100150711	MOUNTED PWB E-T-CON (65)	A5000993A	COMPL_SN_SVC_BCX_4K_EU	100139011	GL95-STATIC CONVERTER (TV)	149345521	RMF-TX310E
FY19	6700001-7000000	KD-65XG8096	UKA	GN5TR_SN	A5000497A	YM9S065CNO01				100150711	MOUNTED PWB E-T-CON (65)	A5001004A	COMPL_SN_SVC_BCX_4K_UK	100139011	GL95-STATIC CONVERTER (TV)	149345521	RMF-TX310E
FY19	6600001-6700000	KD-65XG8096	ACEI	GN5TR_SN	A5000497A	YM9S065CNO01				100150711	MOUNTED PWB E-T-CON (65)	A5000993A	COMPL_SN_SVC_BCX_4K_EU	100139011	GL95-STATIC CONVERTER (TV)	149345521	RMF-TX310E
FY19	6000001-6600000	KD-75XG8096	CEI	GN5TR_SN	A5003229A	YM9S075CND02				100151312	MOUNTED PWB E-T-CON (75)	A5000993A	COMPL_SN_SVC_BCX_4K_EU	100139311	GL92-STATIC CONVERTER (TV)	149345521	RMF-TX310E
FY19	6700001-7000000	KD-75XG8096	UKA	GN5TR_SN	A5003229A	YM9S075CND02				100151312	MOUNTED PWB E-T-CON (75)	A5001004A	COMPL_SN_SVC_BCX_4K_UK	100139311	GL92-STATIC CONVERTER (TV)	149345521	RMF-TX310E
FY19	6600001-6700000	KD-75XG8096	ACEI	GN5TR_SN	A5003229A	YM9S075CND02				100151312	MOUNTED PWB E-T-CON (75)	A5000993A	COMPL_SN_SVC_BCX_4K_EU	100139311	GL92-STATIC CONVERTER (TV)	149345521	RMF-TX310E
FY19	6000001-6700000	KD-43XG8196	CEI	GN5TR_SNH	A5000500A	YM9S043HNG01		A2229312B	COMPL_SVC_LDK2_CH_43N	100151511	MOUNTED PWB E-T-CON (43)	A5001007A	COMPL_SN_SVC_BCX2_4K_EU	149349012	AC ADAPTOR (120W)	149346622	RMF-TX220E
FY19	6900001-7000000	KD-43XG8196	AUKA	GN5TR_SNH	A5000500A	YM9S043HNG01		A2229312B	COMPL_SVC_LDK2_CH_43N	100151511	MOUNTED PWB E-T-CON (43)	A5000990A	COMPL_SN_SVC_BCX2_4K_UK	149349012	AC ADAPTOR (120W)	149346622	RMF-TX220E
FY19	6700001-6900000	KD-43XG8196	UKA	GN5TR_SNH	A5000500A	YM9S043HNG01		A2229312B	COMPL_SVC_LDK2_CH_43N	100151511	MOUNTED PWB E-T-CON (43)	A5000990A	COMPL_SN_SVC_BCX2_4K_UK	149349012	AC ADAPTOR (120W)	149346622	RMF-TX220E
FY19	6000001-6700000	KD-49XG8196	CEI	GN5TR_SNH	A5000499A	YM9S049HNG01		A2229314A	COMPL_SVC_LDK2_CH_49N_EUJP	100151711	MOUNTED PWB E-T-CON (49)	A5001007A	COMPL_SN_SVC_BCX2_4K_EU	149349012	AC ADAPTOR (120W)	149346622	RMF-TX220E
FY19	6900001-7000000	KD-49XG8196	AUKA	GN5TR_SNH	A5000499A	YM9S049HNG01		A2229314A	COMPL_SVC_LDK2_CH_49N_EUJP	100151711	MOUNTED PWB E-T-CON (49)	A5000990A	COMPL_SN_SVC_BCX2_4K_UK	149349012	AC ADAPTOR (120W)	149346622	RMF-TX220E
FY19	6700001-6900000	KD-49XG8196	UKA	GN5TR_SNH	A5000499A	YM9S049HNG01		A2229314A	COMPL_SVC_LDK2_CH_49N_EUJP	100151711	MOUNTED PWB E-T-CON (49)	A5000990A	COMPL_SN_SVC_BCX2_4K_UK	149349012	AC ADAPTOR (120W)	149346622	RMF-TX220E
FY19	6000001-6700000	KD-55XG8196	CEI	GN5TR_SNH	A5000498A	YM9S055CNO01				100150511	MOUNTED PWB E-T-CON (55)	A5000993A	COMPL_SN_SVC_BCX_4K_EU	147463323	GL6(CH)-STATIC CONVERTER(TV)	149346622	RMF-TX220E
FY19	6900001-7000000	KD-55XG8196	AUKA	GN5TR_SNH	A5000498A	YM9S055CNO01				100150511	MOUNTED PWB E-T-CON (55)	A5001004A	COMPL_SN_SVC_BCX_4K_UK	147463323	GL6(CH)-STATIC CONVERTER(TV)	149346622	RMF-TX220E
FY19	6700001-6900000	KD-55XG8196	UKA	GN5TR_SNH	A5000498A	YM9S055CNO01				100150511	MOUNTED PWB E-T-CON (55)	A5001004A	COMPL_SN_SVC_BCX_4K_UK	147463323	GL6(CH)-STATIC CONVERTER(TV)	149346622	RMF-TX220E
FY19	6000001-6700000	KD-65XG8196	CEI	GN5TR_SNH	A5000497A	YM9S065CNO01				100150711	MOUNTED PWB E-T-CON (65)	A5000993A	COMPL_SN_SVC_BCX_4K_EU	100139011	GL95-STATIC CONVERTER (TV)	149346622	RMF-TX220E
FY19	6900001-7000000	KD-65XG8196	AUKA	GN5TR_SNH	A5000497A	YM9S065CNO01				100150711	MOUNTED PWB E-T-CON (65)	A5001004A	COMPL_SN_SVC_BCX_4K_UK	100139011	GL95-STATIC CONVERTER (TV)	149346622	RMF-TX220E
FY19	6700001-6900000	KD-65XG8196	UKA	GN5TR_SNH	A5000497A	YM9S065CNO01				100150711	MOUNTED PWB E-T-CON (65)	A5001004A	COMPL_SN_SVC_BCX_4K_UK	100139011	GL95-STATIC CONVERTER (TV)	149346622	RMF-TX220E
FY19	6900001-7000000	KD-43XG7002	AUKA	GN5UN_SG	A5000506A	YS9S043HNG01		A2216965C	COMPL_SVC_LD1_2DRV_43L	100151911	MOUNTED PWB E-T-CON (43)	A5000277A	COMPL_SVC_BB9_SG_EU_ADP_DERI5	149333316	AC ADAPTOR (100W)	149331412	RMT-TX300E
FY19	6900001-7000000	KD-43XG7003	AUKA	GN5UN_SG	A5000506A	YS9S043HNG01		A2216965C	COMPL_SVC_LD1_2DRV_43L	100151911	MOUNTED PWB E-T-CON (43)	A5000275A	COMPL_SVC_BB9_SG_EU_ADP 	149333316	AC ADAPTOR (100W)	149331412	RMT-TX300E
FY19	6700001-6900000	KD-43XG7003	UKA	GN5UN_SG	A5000506A	YS9S043HNG01		A2216965C	COMPL_SVC_LD1_2DRV_43L	100151911	MOUNTED PWB E-T-CON (43)	A5000275A	COMPL_SVC_BB9_SG_EU_ADP 	149333316	AC ADAPTOR (100W)	149331412	RMT-TX300E
FY19	6000001-6700000	KD-43XG7004	CEI	GN5UN_SG	A5000506A	YS9S043HNG01		A2216965C	COMPL_SVC_LD1_2DRV_43L	100151911	MOUNTED PWB E-T-CON (43)	A5000277A	COMPL_SVC_BB9_SG_EU_ADP_DERI5	149333316	AC ADAPTOR (100W)	149331412	RMT-TX300E
FY19	6600001-6700000	KD-43XG7005	ACEI	GN5UN_SG	A5000506A	YS9S043HNG01		A2216965C	COMPL_SVC_LD1_2DRV_43L	100151911	MOUNTED PWB E-T-CON (43)	A5000275A	COMPL_SVC_BB9_SG_EU_ADP 	149333316	AC ADAPTOR (100W)	149331412	RMT-TX300E
FY19	6000001-6600000	KD-43XG7005	CEI	GN5UN_SG	A5000506A	YS9S043HNG01		A2216965C	COMPL_SVC_LD1_2DRV_43L	100151911	MOUNTED PWB E-T-CON (43)	A5000275A	COMPL_SVC_BB9_SG_EU_ADP 	149333316	AC ADAPTOR (100W)	149331412	RMT-TX300E
FY19	6900001-7000000	KD-43XG7073	AUKA	GN5UN_SG	A5000848A	YS9S043HNG01		A2216965C	COMPL_SVC_LD1_2DRV_43L	100151911	MOUNTED PWB E-T-CON (43)	A5000275A	COMPL_SVC_BB9_SG_EU_ADP 	149333316	AC ADAPTOR (100W)	149331412	RMT-TX300E
FY19	6700001-6900000	KD-43XG7073	UKA	GN5UN_SG	A5000848A	YS9S043HNG01		A2216965C	COMPL_SVC_LD1_2DRV_43L	100151911	MOUNTED PWB E-T-CON (43)	A5000275A	COMPL_SVC_BB9_SG_EU_ADP 	149333316	AC ADAPTOR (100W)	149331412	RMT-TX300E
FY19	6000001-6700000	KD-43XG7077	CEI	GN5UN_SG	A5000848A	YS9S043HNG01		A2216965C	COMPL_SVC_LD1_2DRV_43L	100151911	MOUNTED PWB E-T-CON (43)	A5000276A	COMPL_SVC_BB9_SG_EU_ADP_DERI1	149333316	AC ADAPTOR (100W)	149331412	RMT-TX300E
FY19	6700001-7000000	KD-43XG7093	UKA	GN5UN_SG	A5000506A	YS9S043HNG01		A2216965C	COMPL_SVC_LD1_2DRV_43L	100151911	MOUNTED PWB E-T-CON (43)	A5000276A	COMPL_SVC_BB9_SG_EU_ADP_DERI1	149333316	AC ADAPTOR (100W)	149331412	RMT-TX300E
FY19	6000001-6700000	KD-43XG7096	CEI	GN5UN_SG	A5000506A	YS9S043HNG01		A2216965C	COMPL_SVC_LD1_2DRV_43L	100151911	MOUNTED PWB E-T-CON (43)	A5000276A	COMPL_SVC_BB9_SG_EU_ADP_DERI1	149333316	AC ADAPTOR (100W)	149331412	RMT-TX300E
FY19	6900001-7000000	KD-49XG7002	AUKA	GN5UN_SG	A5000505A	YS9S049HNG01		A2216966C	COMPL_SVC_LD1_2DRV_49L	100152111	MOUNTED PWB E-T-CON (49)	A5000277A	COMPL_SVC_BB9_SG_EU_ADP_DERI5	149333316	AC ADAPTOR (100W)	149331412	RMT-TX300E
FY19	6900001-7000000	KD-49XG7003	AUKA	GN5UN_SG	A5000505A	YS9S049HNG01		A2216966C	COMPL_SVC_LD1_2DRV_49L	100152111	MOUNTED PWB E-T-CON (49)	A5000275A	COMPL_SVC_BB9_SG_EU_ADP 	149333316	AC ADAPTOR (100W)	149331412	RMT-TX300E
FY19	6700001-6900000	KD-49XG7003	UKA	GN5UN_SG	A5000505A	YS9S049HNG01		A2216966C	COMPL_SVC_LD1_2DRV_49L	100152111	MOUNTED PWB E-T-CON (49)	A5000275A	COMPL_SVC_BB9_SG_EU_ADP 	149333316	AC ADAPTOR (100W)	149331412	RMT-TX300E
FY19	6000001-6700000	KD-49XG7004	CEI	GN5UN_SG	A5000505A	YS9S049HNG01		A2216966C	COMPL_SVC_LD1_2DRV_49L	100152111	MOUNTED PWB E-T-CON (49)	A5000277A	COMPL_SVC_BB9_SG_EU_ADP_DERI5	149333316	AC ADAPTOR (100W)	149331412	RMT-TX300E
FY19	6600001-6700000	KD-49XG7005	ACEI	GN5UN_SG	A5000505A	YS9S049HNG01		A2216966C	COMPL_SVC_LD1_2DRV_49L	100152111	MOUNTED PWB E-T-CON (49)	A5000275A	COMPL_SVC_BB9_SG_EU_ADP 	149333316	AC ADAPTOR (100W)	149331412	RMT-TX300E
FY19	6000001-6600000	KD-49XG7005	CEI	GN5UN_SG	A5000505A	YS9S049HNG01		A2216966C	COMPL_SVC_LD1_2DRV_49L	100152111	MOUNTED PWB E-T-CON (49)	A5000275A	COMPL_SVC_BB9_SG_EU_ADP 	149333316	AC ADAPTOR (100W)	149331412	RMT-TX300E
FY19	6900001-7000000	KD-49XG7073	AUKA	GN5UN_SG	A5000847A	YS9S049HNG01		A2216966C	COMPL_SVC_LD1_2DRV_49L	100152111	MOUNTED PWB E-T-CON (49)	A5000275A	COMPL_SVC_BB9_SG_EU_ADP 	149333316	AC ADAPTOR (100W)	149331412	RMT-TX300E
FY19	6700001-6900000	KD-49XG7073	UKA	GN5UN_SG	A5000847A	YS9S049HNG01		A2216966C	COMPL_SVC_LD1_2DRV_49L	100152111	MOUNTED PWB E-T-CON (49)	A5000275A	COMPL_SVC_BB9_SG_EU_ADP 	149333316	AC ADAPTOR (100W)	149331412	RMT-TX300E
FY19	6000001-6700000	KD-49XG7077	CEI	GN5UN_SG	A5000847A	YS9S049HNG01		A2216966C	COMPL_SVC_LD1_2DRV_49L	100152111	MOUNTED PWB E-T-CON (49)	A5000276A	COMPL_SVC_BB9_SG_EU_ADP_DERI1	149333316	AC ADAPTOR (100W)	149331412	RMT-TX300E
FY19	6700001-7000000	KD-49XG7093	UKA	GN5UN_SG	A5000505A	YS9S049HNG01		A2216966C	COMPL_SVC_LD1_2DRV_49L	100152111	MOUNTED PWB E-T-CON (49)	A5000276A	COMPL_SVC_BB9_SG_EU_ADP_DERI1	149333316	AC ADAPTOR (100W)	149331412	RMT-TX300E
FY19	6000001-6700000	KD-49XG7096	CEI	GN5UN_SG	A5000505A	YS9S049HNG01		A2216966C	COMPL_SVC_LD1_2DRV_49L	100152111	MOUNTED PWB E-T-CON (49)	A5000276A	COMPL_SVC_BB9_SG_EU_ADP_DERI1	149333316	AC ADAPTOR (100W)	149331412	RMT-TX300E
FY19	6900001-7000000	KD-55XG7002	AUKA	GN5UN_SG	A5000504A	YS9S055CND01				100150911	MOUNTED PWB E-T-CON (55)	A5000279A	COMPL_SVC_BB9_SG_EU_PSU_DERI5	147463323	GL6(CH)-STATIC CONVERTER(TV)	149331412	RMT-TX300E
FY19	6900001-7000000	KD-55XG7003	AUKA	GN5UN_SG	A5000504A	YS9S055CND01				100150911	MOUNTED PWB E-T-CON (55)	A5000278A	COMPL_SVC_BB9_SG_EU_PSU 	147463323	GL6(CH)-STATIC CONVERTER(TV)	149331412	RMT-TX300E
FY19	6700001-6900000	KD-55XG7003	UKA	GN5UN_SG	A5000504A	YS9S055CND01				100150911	MOUNTED PWB E-T-CON (55)	A5000278A	COMPL_SVC_BB9_SG_EU_PSU 	147463323	GL6(CH)-STATIC CONVERTER(TV)	149331412	RMT-TX300E
FY19	6000001-6700000	KD-55XG7004	CEI	GN5UN_SG	A5000504A	YS9S055CND01				100150911	MOUNTED PWB E-T-CON (55)	A5000279A	COMPL_SVC_BB9_SG_EU_PSU_DERI5	147463323	GL6(CH)-STATIC CONVERTER(TV)	149331412	RMT-TX300E
FY19	6600001-6700000	KD-55XG7005	ACEI	GN5UN_SG	A5000504A	YS9S055CND01				100150911	MOUNTED PWB E-T-CON (55)	A5000278A	COMPL_SVC_BB9_SG_EU_PSU 	147463323	GL6(CH)-STATIC CONVERTER(TV)	149331412	RMT-TX300E
FY19	6000001-6600000	KD-55XG7005	CEI	GN5UN_SG	A5000504A	YS9S055CND01				100150911	MOUNTED PWB E-T-CON (55)	A5000278A	COMPL_SVC_BB9_SG_EU_PSU 	147463323	GL6(CH)-STATIC CONVERTER(TV)	149331412	RMT-TX300E
FY19	6900001-7000000	KD-55XG7073	AUKA	GN5UN_SG	A5000504A	YS9S055CND01				100150911	MOUNTED PWB E-T-CON (55)	A5000278A	COMPL_SVC_BB9_SG_EU_PSU 	147463323	GL6(CH)-STATIC CONVERTER(TV)	149331412	RMT-TX300E
FY19	6700001-6900000	KD-55XG7073	UKA	GN5UN_SG	A5000846A	YS9S055CND01				100150911	MOUNTED PWB E-T-CON (55)	A5000278A	COMPL_SVC_BB9_SG_EU_PSU 	147463323	GL6(CH)-STATIC CONVERTER(TV)	149331412	RMT-TX300E
FY19	6000001-6700000	KD-55XG7077	CEI	GN5UN_SG	A5000846A	YS9S055CND01				100150911	MOUNTED PWB E-T-CON (55)	A5000292A	COMPL_SVC_BB9_SG_EU_PSU_DERI1	147463323	GL6(CH)-STATIC CONVERTER(TV)	149331412	RMT-TX300E
FY19	6700001-7000000	KD-55XG7093	UKA	GN5UN_SG	A5000504A	YS9S055CND01				100150911	MOUNTED PWB E-T-CON (55)	A5000292A	COMPL_SVC_BB9_SG_EU_PSU_DERI1	147463323	GL6(CH)-STATIC CONVERTER(TV)	149331412	RMT-TX300E
FY19	6000001-6700000	KD-55XG7096	CEI	GN5UN_SG	A5000504A	YS9S055CND01				100150911	MOUNTED PWB E-T-CON (55)	A5000292A	COMPL_SVC_BB9_SG_EU_PSU_DERI1	147463323	GL6(CH)-STATIC CONVERTER(TV)	149331412	RMT-TX300E
FY19	6900001-7000000	KD-65XG7002	AUKA	GN5UN_SG	A5000503A	YS9S065CND01				100151111	MOUNTED PWB E-T-CON (65)	   A5000279A	COMPL_SVC_BB9_SG_EU_PSU_DERI5	100139011	GL95-STATIC CONVERTER (TV)	149331412	RMT-TX300E
FY19	6900001-7000000	KD-65XG7003	AUKA	GN5UN_SG	A5000503A	YS9S065CND01				100151111	MOUNTED PWB E-T-CON (65)	   A5000278A	COMPL_SVC_BB9_SG_EU_PSU	100139011	GL95-STATIC CONVERTER (TV)	149331412	RMT-TX300E
FY19	6700001-6900000	KD-65XG7003	UKA	GN5UN_SG	A5000503A	YS9S065CND01				100151111	MOUNTED PWB E-T-CON (65)	   A5000278A	COMPL_SVC_BB9_SG_EU_PSU	100139011	GL95-STATIC CONVERTER (TV)	149331412	RMT-TX300E
FY19	6000001-6700000	KD-65XG7004	CEI	GN5UN_SG	A5000503A	YS9S065CND01				100151111	MOUNTED PWB E-T-CON (65)	   A5000279A	COMPL_SVC_BB9_SG_EU_PSU_DERI5	100139011	GL95-STATIC CONVERTER (TV)	149331412	RMT-TX300E
FY19	6600001-6700000	KD-65XG7005	ACEI	GN5UN_SG	A5000503A	YS9S065CND01				100151111	MOUNTED PWB E-T-CON (65)	   A5000278A	COMPL_SVC_BB9_SG_EU_PSU	100139011	GL95-STATIC CONVERTER (TV)	149331412	RMT-TX300E
FY19	6000001-6600000	KD-65XG7005	CEI	GN5UN_SG	A5000503A	YS9S065CND01				100151111	MOUNTED PWB E-T-CON (65)	   A5000278A	COMPL_SVC_BB9_SG_EU_PSU	100139011	GL95-STATIC CONVERTER (TV)	149331412	RMT-TX300E
FY19	6900001-7000000	KD-65XG7073	AUKA	GN5UN_SG	A5000845A	YS9S065CND01				100151111	MOUNTED PWB E-T-CON (65)	   A5000278A	COMPL_SVC_BB9_SG_EU_PSU	100139011	GL95-STATIC CONVERTER (TV)	149331412	RMT-TX300E
